bucket_time_local,confirmed_qr_count,total_pax,total_luggage,avg_pax_per_signal,arriving_flights,total_pax_est,delay_avg_min,avg_taxis_at_curb,avg_active_lanes,avg_lane_capacity,rain_mm,wind_kmh,temp_c,hour_of_day,day_of_week,is_weekend,avg_wait_min,is_pwt_breach,wait_lag1,wait_lag4,wait_lag96
2025-10-27 01:15:00,49.0,95.0,93.0,1.9387755102040816,14.0,3370.0,1.5,47.0,5.0,25.0,0.0,12.665426439928396,31.227260664395573,1,0,0,62.52,1,67.14,77.46,77.45
2025-10-27 01:30:00,61.0,122.0,90.0,2.0,10.0,2190.0,1.3,44.0,5.0,20.0,0.0,12.665426439928396,31.227260664395573,1,0,0,62.7,1,62.52,60.65,56.0
2025-10-27 01:45:00,48.0,81.0,78.0,1.6875,8.0,1900.0,0.0,49.0,5.0,20.0,0.0,12.665426439928396,31.227260664395573,1,0,0,44.36,1,62.7,50.32,56.48
2025-10-27 02:00:00,48.0,83.0,94.0,1.7291666666666667,3.0,830.0,0.0,25.0,2.0,10.0,0.0,15.119776390448674,26.550330711309385,2,0,0,90.0,1,44.36,67.14,90.0
2025-10-27 02:15:00,31.0,61.0,49.0,1.967741935483871,1.0,160.0,0.0,17.0,2.0,8.0,0.0,15.119776390448674,26.550330711309385,2,0,0,80.08,1,90.0,62.52,69.21
2025-10-27 02:30:00,12.0,26.0,21.0,2.1666666666666665,3.0,830.0,3.3333333333333335,20.0,2.0,8.0,0.0,15.119776390448674,26.550330711309385,2,0,0,79.24,1,80.08,62.7,70.93
2025-10-27 02:45:00,9.0,18.0,10.0,2.0,0.0,0.0,0.0,19.0,2.0,8.0,0.0,15.119776390448674,26.550330711309385,2,0,0,63.0,1,79.24,44.36,46.63
2025-10-27 03:00:00,7.0,11.0,9.0,1.5714285714285714,3.0,640.0,1.3333333333333333,24.0,2.0,10.0,0.0,16.982211697803354,28.487754169923143,3,0,0,77.55,1,63.0,90.0,87.09
2025-10-27 03:15:00,5.0,6.0,6.0,1.2,1.0,240.0,0.0,37.0,2.0,8.0,0.0,16.982211697803354,28.487754169923143,3,0,0,80.7,1,77.55,80.08,57.72
2025-10-27 03:30:00,9.0,21.0,12.0,2.3333333333333335,0.0,0.0,0.0,26.0,2.0,10.0,0.0,16.982211697803354,28.487754169923143,3,0,0,75.39,1,80.7,79.24,50.8
2025-10-27 03:45:00,7.0,15.0,10.0,2.142857142857143,1.0,350.0,0.0,13.0,2.0,8.0,0.0,16.982211697803354,28.487754169923143,3,0,0,23.67,0,75.39,63.0,49.74
2025-10-27 04:00:00,8.0,12.0,7.0,1.5,0.0,0.0,0.0,22.0,2.0,10.0,0.0,15.520964597767108,31.254177085838545,4,0,0,45.36,1,23.67,77.55,36.41
2025-10-27 04:15:00,2.0,8.0,3.0,4.0,1.0,240.0,0.0,24.0,2.0,8.0,0.0,15.520964597767108,31.254177085838545,4,0,0,22.39,0,45.36,80.7,9.41
2025-10-27 04:30:00,3.0,5.0,8.0,1.6666666666666667,2.0,560.0,0.0,25.0,2.0,10.0,0.0,15.520964597767108,31.254177085838545,4,0,0,9.51,0,22.39,75.39,25.91
2025-10-27 04:45:00,4.0,9.0,5.0,2.25,3.0,560.0,0.0,26.0,2.0,12.0,0.0,15.520964597767108,31.254177085838545,4,0,0,37.83,1,9.51,23.67,54.91
2025-10-27 05:00:00,19.0,29.0,26.0,1.5263157894736843,5.0,1120.0,0.0,54.0,4.0,24.0,0.0,15.753925878774046,27.45340925702681,5,0,0,25.98,0,37.83,45.36,58.59
2025-10-27 05:15:00,18.0,34.0,26.0,1.8888888888888888,3.0,670.0,1.3333333333333333,59.0,4.0,28.0,0.0,15.753925878774046,27.45340925702681,5,0,0,41.72,1,25.98,22.39,42.97
2025-10-27 05:30:00,24.0,45.0,38.0,1.875,12.0,2750.0,0.5,35.0,4.0,16.0,0.0,15.753925878774046,27.45340925702681,5,0,0,90.0,1,41.72,9.51,24.56
2025-10-27 05:45:00,38.0,72.0,56.0,1.894736842105263,6.0,1450.0,0.0,42.0,4.0,16.0,0.0,15.753925878774046,27.45340925702681,5,0,0,87.88,1,90.0,37.83,66.25
2025-10-27 06:00:00,44.0,74.0,68.0,1.6818181818181819,15.0,3550.0,1.1333333333333333,49.0,5.0,30.0,0.0,4.223617868449495,31.20228176734168,6,0,0,47.12,1,87.88,25.98,59.72
2025-10-27 06:15:00,50.0,104.0,81.0,2.08,11.0,2670.0,0.09090909090909091,35.0,5.0,45.0,0.0,4.223617868449495,31.20228176734168,6,0,0,52.37,1,47.12,41.72,60.78
2025-10-27 06:30:00,76.0,135.0,125.0,1.7763157894736843,14.0,3470.0,0.6428571428571429,59.0,6.0,54.0,0.0,4.223617868449495,31.20228176734168,6,0,0,56.23,1,52.37,90.0,58.75
2025-10-27 06:45:00,73.0,151.0,137.0,2.0684931506849313,14.0,3290.0,1.5,59.0,6.0,24.0,0.0,4.223617868449495,31.20228176734168,6,0,0,63.23,1,56.23,87.88,57.84
2025-10-27 07:00:00,67.0,132.0,108.0,1.9701492537313432,12.0,3020.0,0.08333333333333333,62.0,7.0,35.0,0.0,20.529849586635944,31.20228176734168,7,0,0,69.16,1,63.23,47.12,79.52
2025-10-27 07:15:00,76.0,160.0,128.0,2.1052631578947367,4.0,990.0,0.0,73.0,7.0,56.0,0.0,20.529849586635944,31.20228176734168,7,0,0,77.27,1,69.16,52.37,60.98
2025-10-27 07:30:00,53.0,110.0,84.0,2.0754716981132075,12.0,2970.0,1.0833333333333333,74.0,7.0,63.0,0.0,20.529849586635944,31.20228176734168,7,0,0,43.03,1,77.27,56.23,54.49
2025-10-27 07:45:00,56.0,115.0,94.0,2.0535714285714284,7.0,1690.0,1.4285714285714286,63.0,7.0,56.0,0.0,20.529849586635944,31.20228176734168,7,0,0,60.19,1,43.03,63.23,60.69
2025-10-27 08:00:00,51.0,90.0,79.0,1.7647058823529411,9.0,2170.0,1.1111111111111112,66.0,6.0,54.0,0.0,2.799750507402484,30.6029476940536,8,0,0,59.72,1,60.19,69.16,70.63
2025-10-27 08:15:00,39.0,78.0,64.0,2.0,2.0,510.0,4.0,57.0,6.0,42.0,0.0,2.799750507402484,30.6029476940536,8,0,0,46.16,1,59.72,77.27,65.65
2025-10-27 08:30:00,31.0,52.0,61.0,1.6774193548387097,6.0,1420.0,0.0,75.0,6.0,54.0,0.0,2.799750507402484,30.6029476940536,8,0,0,41.81,1,46.16,43.03,53.86
2025-10-27 08:45:00,24.0,58.0,35.0,2.4166666666666665,5.0,1200.0,3.2,48.0,6.0,30.0,0.0,2.799750507402484,30.6029476940536,8,0,0,23.52,0,41.81,60.19,29.24
2025-10-27 09:00:00,21.0,45.0,37.0,2.142857142857143,4.0,990.0,0.0,74.0,4.0,24.0,0.0,18.96344269456396,32.482470914211625,9,0,0,22.86,0,23.52,59.72,55.71
2025-10-27 09:15:00,23.0,43.0,32.0,1.8695652173913044,2.0,510.0,0.0,43.0,4.0,36.0,0.0,18.96344269456396,32.482470914211625,9,0,0,35.13,1,22.86,46.16,56.99
2025-10-27 09:30:00,18.0,33.0,26.0,1.8333333333333333,5.0,1230.0,0.6,68.0,5.0,55.0,0.0,18.96344269456396,32.482470914211625,9,0,0,27.86,0,35.13,41.81,33.99
2025-10-27 09:45:00,25.0,51.0,53.0,2.04,2.0,480.0,0.0,64.0,4.0,36.0,0.0,18.96344269456396,32.482470914211625,9,0,0,28.97,0,27.86,23.52,51.35
2025-10-27 10:00:00,18.0,37.0,33.0,2.0555555555555554,4.0,880.0,0.5,41.0,4.0,16.0,0.0,9.800595517446322,30.48248740248165,10,0,0,56.34,1,28.97,22.86,60.66
2025-10-27 10:15:00,7.0,13.0,13.0,1.8571428571428572,1.0,160.0,0.0,79.0,4.0,32.0,0.0,9.800595517446322,30.48248740248165,10,0,0,33.96,1,56.34,35.13,45.48
2025-10-27 10:30:00,8.0,22.0,14.0,2.75,1.0,270.0,3.0,35.0,3.0,30.0,0.0,9.800595517446322,30.48248740248165,10,0,0,25.99,0,33.96,27.86,61.46
2025-10-27 10:45:00,13.0,22.0,23.0,1.6923076923076923,3.0,910.0,0.0,44.0,4.0,36.0,0.0,9.800595517446322,30.48248740248165,10,0,0,26.47,0,25.99,28.97,41.02
2025-10-27 11:00:00,15.0,35.0,24.0,2.3333333333333335,4.0,720.0,0.5,45.0,4.0,32.0,0.0,11.946456704487916,30.307115210646725,11,0,0,22.94,0,26.47,56.34,36.14
2025-10-27 11:15:00,13.0,24.0,16.0,1.8461538461538463,4.0,1150.0,0.75,41.0,4.0,36.0,0.0,11.946456704487916,30.307115210646725,11,0,0,19.08,0,22.94,33.96,46.77
2025-10-27 11:30:00,23.0,44.0,33.0,1.9130434782608696,3.0,480.0,0.0,46.0,4.0,20.0,0.0,11.946456704487916,30.307115210646725,11,0,0,38.22,1,19.08,25.99,32.94
2025-10-27 11:45:00,20.0,46.0,30.0,2.3,3.0,700.0,1.0,65.0,4.0,48.0,0.0,11.946456704487916,30.307115210646725,11,0,0,20.98,0,38.22,26.47,43.94
2025-10-27 12:00:00,12.0,26.0,16.0,2.1666666666666665,2.0,480.0,2.0,68.0,5.0,40.0,0.3215080804889617,11.946456704487916,34.23836889346041,12,0,0,36.46,1,20.98,22.94,59.69
2025-10-27 12:15:00,13.0,20.0,15.0,1.5384615384615385,1.0,270.0,0.0,50.0,5.0,50.0,0.3215080804889617,11.946456704487916,34.23836889346041,12,0,0,28.2,0,36.46,19.08,53.52
2025-10-27 12:30:00,5.0,11.0,6.0,2.2,2.0,590.0,0.0,57.0,5.0,50.0,0.3215080804889617,11.946456704487916,34.23836889346041,12,0,0,22.23,0,28.2,38.22,29.16
2025-10-27 12:45:00,15.0,22.0,21.0,1.4666666666666666,6.0,1310.0,1.5,72.0,5.0,50.0,0.3215080804889617,11.946456704487916,34.23836889346041,12,0,0,19.94,0,22.23,20.98,29.31
2025-10-27 13:00:00,27.0,55.0,37.0,2.037037037037037,3.0,720.0,0.0,55.0,3.0,36.0,0.0,18.9915544907398,30.723083437107512,13,0,0,26.37,0,19.94,36.46,59.18
2025-10-27 13:15:00,21.0,41.0,25.0,1.9523809523809523,1.0,270.0,0.0,48.0,3.0,24.0,0.0,18.9915544907398,30.723083437107512,13,0,0,44.92,1,26.37,28.2,37.83
2025-10-27 13:30:00,8.0,19.0,13.0,2.375,2.0,400.0,0.0,63.0,3.0,27.0,0.0,18.9915544907398,30.723083437107512,13,0,0,20.85,0,44.92,22.23,33.06
2025-10-27 13:45:00,9.0,14.0,12.0,1.5555555555555556,3.0,640.0,0.3333333333333333,43.0,3.0,21.0,0.0,18.9915544907398,30.723083437107512,13,0,0,11.05,0,20.85,19.94,18.36
2025-10-27 14:00:00,9.0,24.0,12.0,2.6666666666666665,0.0,0.0,0.0,39.0,3.0,18.0,7.110192619083433,13.87902196804542,32.170382364567985,14,0,0,34.07,1,11.05,26.37,53.02
2025-10-27 14:15:00,5.0,11.0,5.0,2.2,2.0,510.0,0.0,34.0,3.0,18.0,7.110192619083433,13.87902196804542,32.170382364567985,14,0,0,54.55,1,34.07,44.92,58.69
2025-10-27 14:30:00,5.0,9.0,13.0,1.8,2.0,480.0,0.0,31.0,3.0,15.0,7.110192619083433,13.87902196804542,32.170382364567985,14,0,0,32.41,1,54.55,20.85,59.97
2025-10-27 14:45:00,12.0,31.0,14.0,2.5833333333333335,7.0,1710.0,0.5714285714285714,43.0,3.0,21.0,7.110192619083433,13.87902196804542,32.170382364567985,14,0,0,33.83,1,32.41,11.05,77.42
2025-10-27 15:00:00,21.0,39.0,37.0,1.8571428571428572,4.0,1040.0,0.75,32.0,3.0,27.0,0.0,10.049668374323607,33.65041345979044,15,0,0,32.68,1,33.83,34.07,53.4
2025-10-27 15:15:00,31.0,52.0,30.0,1.6774193548387097,1.0,240.0,0.0,36.0,3.0,12.0,0.0,10.049668374323607,33.65041345979044,15,0,0,68.76,1,32.68,54.55,56.12
2025-10-27 15:30:00,13.0,22.0,17.0,1.6923076923076923,3.0,670.0,2.0,39.0,3.0,24.0,0.0,10.049668374323607,33.65041345979044,15,0,0,28.39,0,68.76,32.41,30.1
2025-10-27 15:45:00,11.0,24.0,15.0,2.1818181818181817,1.0,240.0,1.0,47.0,3.0,27.0,0.0,10.049668374323607,33.65041345979044,15,0,0,33.03,1,28.39,33.83,53.61
2025-10-27 16:00:00,14.0,20.0,17.0,1.4285714285714286,4.0,880.0,1.0,47.0,3.0,30.0,0.0,8.393096809626076,30.776279859869994,16,0,0,22.06,0,33.03,32.68,33.32
2025-10-27 16:15:00,11.0,14.0,24.0,1.2727272727272727,3.0,640.0,0.3333333333333333,47.0,3.0,18.0,0.0,8.393096809626076,30.776279859869994,16,0,0,21.68,0,22.06,68.76,47.25
2025-10-27 16:30:00,13.0,23.0,17.0,1.7692307692307692,1.0,350.0,0.0,50.0,3.0,18.0,0.0,8.393096809626076,30.776279859869994,16,0,0,38.08,1,21.68,28.39,43.9
2025-10-27 16:45:00,10.0,21.0,14.0,2.1,0.0,0.0,0.0,49.0,3.0,18.0,0.0,8.393096809626076,30.776279859869994,16,0,0,29.14,0,38.08,33.03,28.14
2025-10-27 17:00:00,9.0,16.0,15.0,1.7777777777777777,5.0,1450.0,1.0,49.0,6.0,48.0,7.812267441666296,18.35648648728622,29.07723657555585,17,0,0,21.95,0,29.14,22.06,33.27
2025-10-27 17:15:00,20.0,31.0,23.0,1.55,3.0,750.0,1.0,79.0,6.0,48.0,7.812267441666296,18.35648648728622,29.07723657555585,17,0,0,34.35,1,21.95,21.68,31.95
2025-10-27 17:30:00,20.0,30.0,27.0,1.5,4.0,990.0,0.0,56.0,6.0,48.0,7.812267441666296,18.35648648728622,29.07723657555585,17,0,0,61.39,1,34.35,38.08,23.17
2025-10-27 17:45:00,17.0,33.0,21.0,1.9411764705882353,3.0,670.0,0.0,56.0,6.0,42.0,7.812267441666296,18.35648648728622,29.07723657555585,17,0,0,45.94,1,61.39,29.14,33.04
2025-10-27 18:00:00,18.0,35.0,26.0,1.9444444444444444,3.0,750.0,4.0,42.0,4.0,40.0,7.812267441666296,14.63189789773206,34.990072198304915,18,0,0,40.12,1,45.94,21.95,44.84
2025-10-27 18:15:00,19.0,44.0,25.0,2.3157894736842106,3.0,720.0,0.0,39.0,4.0,32.0,7.812267441666296,14.63189789773206,34.990072198304915,18,0,0,23.31,0,40.12,34.35,64.16
2025-10-27 18:30:00,19.0,38.0,27.0,2.0,2.0,510.0,0.0,65.0,4.0,36.0,7.812267441666296,14.63189789773206,34.990072198304915,18,0,0,24.44,0,23.31,61.39,42.53
2025-10-27 18:45:00,22.0,39.0,37.0,1.7727272727272727,3.0,800.0,0.0,61.0,4.0,40.0,7.812267441666296,14.63189789773206,34.990072198304915,18,0,0,32.88,1,24.44,45.94,44.1
2025-10-27 19:00:00,16.0,26.0,29.0,1.625,2.0,400.0,0.5,61.0,5.0,25.0,1.7657766663768806,10.611275147375745,33.3516286992535,19,0,0,48.83,1,32.88,40.12,50.68
2025-10-27 19:15:00,8.0,18.0,15.0,2.25,3.0,780.0,0.0,60.0,6.0,48.0,1.7657766663768806,10.611275147375745,33.3516286992535,19,0,0,35.05,1,48.83,23.31,41.51
2025-10-27 19:30:00,12.0,31.0,13.0,2.5833333333333335,4.0,960.0,0.0,61.0,5.0,30.0,1.7657766663768806,10.611275147375745,33.3516286992535,19,0,0,36.06,1,35.05,24.44,60.09
2025-10-27 19:45:00,18.0,30.0,22.0,1.6666666666666667,8.0,1740.0,2.375,33.0,5.0,35.0,1.7657766663768806,10.611275147375745,33.3516286992535,19,0,0,48.02,1,36.06,32.88,44.76
2025-10-27 20:00:00,20.0,29.0,30.0,1.45,1.0,320.0,0.0,26.0,4.0,36.0,1.1501086107147678,15.753150496367796,32.3805368342658,20,0,0,38.73,1,48.02,48.83,90.0
2025-10-27 20:15:00,25.0,50.0,39.0,2.0,0.0,0.0,0.0,48.0,4.0,20.0,1.1501086107147678,15.753150496367796,32.3805368342658,20,0,0,50.55,1,38.73,35.05,73.73
2025-10-27 20:30:00,7.0,11.0,15.0,1.5714285714285714,0.0,0.0,0.0,31.0,3.0,30.0,1.1501086107147678,15.753150496367796,32.3805368342658,20,0,0,30.59,1,50.55,36.06,31.49
2025-10-27 20:45:00,1.0,1.0,3.0,1.0,0.0,0.0,0.0,34.0,4.0,32.0,1.1501086107147678,15.753150496367796,32.3805368342658,20,0,0,29.22,0,30.59,48.02,89.92
2025-10-27 21:00:00,0.0,0.0,0.0,0.0,2.0,510.0,3.0,42.0,3.0,33.0,0.0,17.17360734280885,29.9974597155212,21,0,0,17.65,0,29.22,38.73,33.36
2025-10-27 21:15:00,7.0,16.0,7.0,2.2857142857142856,1.0,160.0,0.0,43.0,2.0,18.0,0.0,17.17360734280885,29.9974597155212,21,0,0,10.8,0,17.65,50.55,45.48
2025-10-27 21:30:00,10.0,18.0,11.0,1.8,1.0,270.0,0.0,37.0,3.0,12.0,0.0,17.17360734280885,29.9974597155212,21,0,0,34.25,1,10.8,30.59,27.0
2025-10-27 21:45:00,5.0,8.0,3.0,1.6,0.0,0.0,0.0,33.0,3.0,24.0,0.0,17.17360734280885,29.9974597155212,21,0,0,30.88,1,34.25,29.22,43.25
2025-10-27 22:00:00,3.0,3.0,8.0,1.0,4.0,940.0,1.0,42.0,4.0,32.0,0.0,16.049093284642563,27.565736221686624,22,0,0,13.99,0,30.88,17.65,17.34
2025-10-27 22:15:00,18.0,32.0,23.0,1.7777777777777777,5.0,1450.0,0.0,45.0,3.0,24.0,0.0,16.049093284642563,27.565736221686624,22,0,0,51.17,1,13.99,10.8,13.83
2025-10-27 22:30:00,27.0,48.0,41.0,1.7777777777777777,7.0,1630.0,0.0,44.0,4.0,32.0,0.0,16.049093284642563,27.565736221686624,22,0,0,32.77,1,51.17,34.25,46.92
2025-10-27 22:45:00,37.0,74.0,55.0,2.0,3.0,640.0,3.0,31.0,3.0,12.0,0.0,16.049093284642563,27.565736221686624,22,0,0,64.11,1,32.77,30.88,86.41
2025-10-27 23:00:00,20.0,38.0,37.0,1.9,8.0,1920.0,1.75,56.0,6.0,42.0,0.0,16.049093284642563,31.419787482811387,23,0,0,31.01,1,64.11,13.99,49.4
2025-10-27 23:15:00,25.0,40.0,48.0,1.6,9.0,2350.0,0.7777777777777778,62.0,7.0,49.0,0.0,16.049093284642563,31.419787482811387,23,0,0,29.89,0,31.01,51.17,48.29
2025-10-27 23:30:00,43.0,91.0,86.0,2.116279069767442,13.0,3500.0,0.46153846153846156,76.0,7.0,98.0,0.0,16.049093284642563,31.419787482811387,23,0,0,37.66,1,29.89,32.77,59.02
2025-10-27 23:45:00,74.0,151.0,123.0,2.0405405405405403,10.0,2300.0,1.8,59.0,7.0,77.0,0.0,16.049093284642563,31.419787482811387,23,0,0,73.84,1,37.66,64.11,66.84
2025-10-28 00:00:00,64.0,135.0,104.0,2.109375,15.0,3790.0,3.2666666666666666,42.0,5.0,20.0,4.492717721168932,9.127353476646793,28.25349116774995,0,1,0,78.49,1,73.84,31.01,73.7
2025-10-28 00:15:00,74.0,141.0,127.0,1.9054054054054055,13.0,2830.0,0.38461538461538464,43.0,5.0,35.0,4.492717721168932,9.127353476646793,28.25349116774995,0,1,0,60.3,1,78.49,29.89,77.46
2025-10-28 00:30:00,69.0,129.0,111.0,1.8695652173913044,15.0,3740.0,1.4666666666666666,35.0,5.0,20.0,4.492717721168932,9.127353476646793,28.25349116774995,0,1,0,54.48,1,60.3,37.66,60.65
2025-10-28 00:45:00,93.0,171.0,182.0,1.8387096774193548,18.0,4470.0,1.1111111111111112,53.0,5.0,25.0,4.492717721168932,9.127353476646793,28.25349116774995,0,1,0,75.84,1,54.48,73.84,50.32
2025-10-28 01:00:00,103.0,199.0,173.0,1.9320388349514563,10.0,2220.0,1.0,38.0,5.0,20.0,0.0,19.502988033806552,28.455286265677145,1,1,0,74.06,1,75.84,78.49,67.14
2025-10-28 01:15:00,63.0,108.0,93.0,1.7142857142857142,9.0,1950.0,0.5555555555555556,47.0,5.0,25.0,0.0,19.502988033806552,28.455286265677145,1,1,0,68.32,1,74.06,60.3,62.52
2025-10-28 01:30:00,63.0,138.0,96.0,2.1904761904761907,10.0,2540.0,0.3,33.0,5.0,25.0,0.0,19.502988033806552,28.455286265677145,1,1,0,74.96,1,68.32,54.48,62.7
2025-10-28 01:45:00,48.0,107.0,77.0,2.2291666666666665,8.0,1920.0,0.875,39.0,5.0,25.0,0.0,19.502988033806552,28.455286265677145,1,1,0,68.65,1,74.96,75.84,44.36
2025-10-28 02:00:00,47.0,99.0,65.0,2.106382978723404,5.0,1070.0,0.0,21.0,4.0,16.0,0.0,13.682769680279272,27.662438583901228,2,1,0,54.2,1,68.65,74.06,90.0
2025-10-28 02:15:00,27.0,48.0,53.0,1.7777777777777777,3.0,800.0,0.0,37.0,4.0,16.0,0.0,13.682769680279272,27.662438583901228,2,1,0,62.84,1,54.2,68.32,80.08
2025-10-28 02:30:00,28.0,60.0,46.0,2.142857142857143,4.0,910.0,1.0,42.0,4.0,20.0,0.0,13.682769680279272,27.662438583901228,2,1,0,87.89,1,62.84,74.96,79.24
2025-10-28 02:45:00,17.0,32.0,33.0,1.8823529411764706,5.0,1150.0,0.4,42.0,4.0,16.0,0.0,13.682769680279272,27.662438583901228,2,1,0,29.27,0,87.89,68.65,63.0
2025-10-28 03:00:00,17.0,21.0,25.0,1.2352941176470589,3.0,990.0,4.0,22.0,2.0,14.0,1.897720033956436,15.659901652845072,28.34289942360232,3,1,0,52.82,1,29.27,54.2,77.55
2025-10-28 03:15:00,33.0,68.0,51.0,2.0606060606060606,1.0,240.0,0.0,21.0,2.0,8.0,1.897720033956436,15.659901652845072,28.34289942360232,3,1,0,85.41,1,52.82,62.84,80.7
2025-10-28 03:30:00,9.0,16.0,18.0,1.7777777777777777,0.0,0.0,0.0,22.0,2.0,16.0,1.897720033956436,15.659901652845072,28.34289942360232,3,1,0,59.68,1,85.41,87.89,75.39
2025-10-28 03:45:00,4.0,11.0,12.0,2.75,2.0,560.0,1.0,20.0,2.0,8.0,1.897720033956436,15.659901652845072,28.34289942360232,3,1,0,76.99,1,59.68,29.27,23.67
2025-10-28 04:00:00,2.0,2.0,7.0,1.0,2.0,480.0,0.0,20.0,2.0,8.0,0.0,17.5472590856952,27.21612453297428,4,1,0,11.62,0,76.99,52.82,45.36
2025-10-28 04:15:00,15.0,30.0,20.0,2.0,1.0,240.0,0.0,30.0,2.0,12.0,0.0,17.5472590856952,27.21612453297428,4,1,0,37.35,1,11.62,85.41,22.39
2025-10-28 04:30:00,8.0,15.0,16.0,1.875,2.0,510.0,1.5,25.0,2.0,8.0,0.0,17.5472590856952,27.21612453297428,4,1,0,55.72,1,37.35,59.68,9.51
2025-10-28 04:45:00,11.0,28.0,14.0,2.5454545454545454,3.0,800.0,0.0,25.0,2.0,8.0,0.0,17.5472590856952,27.21612453297428,4,1,0,49.07,1,55.72,76.99,37.83
2025-10-28 05:00:00,18.0,41.0,29.0,2.2777777777777777,9.0,2140.0,0.2222222222222222,53.0,6.0,24.0,7.745411719392804,12.702266612080416,29.599592956391728,5,1,0,47.45,1,49.07,11.62,25.98
2025-10-28 05:15:00,33.0,69.0,60.0,2.090909090909091,6.0,1500.0,0.16666666666666666,60.0,6.0,24.0,7.745411719392804,12.702266612080416,29.599592956391728,5,1,0,56.42,1,47.45,37.35,41.72
2025-10-28 05:30:00,56.0,102.0,101.0,1.8214285714285714,14.0,3800.0,0.0,59.0,6.0,24.0,7.745411719392804,12.702266612080416,29.599592956391728,5,1,0,73.23,1,56.42,55.72,90.0
2025-10-28 05:45:00,84.0,193.0,137.0,2.2976190476190474,9.0,2220.0,1.6666666666666667,51.0,5.0,20.0,7.745411719392804,12.702266612080416,29.599592956391728,5,1,0,86.77,1,73.23,49.07,87.88
2025-10-28 06:00:00,62.0,124.0,124.0,2.0,11.0,2540.0,1.5454545454545454,66.0,7.0,42.0,3.046014235086754,15.836436567006704,34.80873061823122,6,1,0,57.7,1,86.77,47.45,47.12
2025-10-28 06:15:00,56.0,107.0,85.0,1.9107142857142858,20.0,4860.0,0.65,53.0,6.0,42.0,3.046014235086754,15.836436567006704,34.80873061823122,6,1,0,56.31,1,57.7,56.42,52.37
2025-10-28 06:30:00,78.0,153.0,147.0,1.9615384615384615,14.0,3180.0,0.7857142857142857,51.0,6.0,30.0,3.046014235086754,15.836436567006704,34.80873061823122,6,1,0,88.01,1,56.31,73.23,56.23
2025-10-28 06:45:00,81.0,160.0,120.0,1.9753086419753085,14.0,3450.0,0.2857142857142857,56.0,6.0,42.0,3.046014235086754,15.836436567006704,34.80873061823122,6,1,0,71.35,1,88.01,86.77,63.23
2025-10-28 07:00:00,79.0,156.0,118.0,1.9746835443037976,12.0,3050.0,1.1666666666666667,85.0,8.0,48.0,4.125769808275784,12.253416019409013,28.106639906361988,7,1,0,77.72,1,71.35,57.7,69.16
2025-10-28 07:15:00,75.0,142.0,121.0,1.8933333333333333,17.0,3900.0,0.47058823529411764,60.0,7.0,56.0,4.125769808275784,12.253416019409013,28.106639906361988,7,1,0,56.83,1,77.72,56.31,77.27
2025-10-28 07:30:00,72.0,145.0,98.0,2.013888888888889,5.0,1500.0,0.0,86.0,8.0,88.0,4.125769808275784,12.253416019409013,28.106639906361988,7,1,0,49.77,1,56.83,88.01,43.03
2025-10-28 07:45:00,69.0,148.0,103.0,2.1449275362318843,7.0,1660.0,0.0,63.0,8.0,64.0,4.125769808275784,12.253416019409013,28.106639906361988,7,1,0,36.83,1,49.77,71.35,60.19
2025-10-28 08:00:00,40.0,85.0,53.0,2.125,6.0,1230.0,0.0,81.0,4.0,28.0,0.0,12.518662782455593,28.60852138990348,8,1,0,59.81,1,36.83,77.72,59.72
2025-10-28 08:15:00,38.0,86.0,72.0,2.263157894736842,1.0,320.0,0.0,59.0,4.0,28.0,0.0,12.518662782455593,28.60852138990348,8,1,0,43.56,1,59.81,56.83,46.16
2025-10-28 08:30:00,13.0,26.0,17.0,2.0,3.0,880.0,0.3333333333333333,67.0,4.0,32.0,0.0,12.518662782455593,28.60852138990348,8,1,0,38.89,1,43.56,49.77,41.81
2025-10-28 08:45:00,10.0,18.0,14.0,1.8,3.0,640.0,0.0,64.0,4.0,44.0,0.0,12.518662782455593,28.60852138990348,8,1,0,21.11,0,38.89,36.83,23.52
2025-10-28 09:00:00,19.0,30.0,26.0,1.5789473684210527,7.0,1740.0,0.14285714285714285,55.0,6.0,48.0,9.446553019433331,18.75153795986788,34.57910407064747,9,1,0,26.31,0,21.11,59.81,22.86
2025-10-28 09:15:00,27.0,46.0,55.0,1.7037037037037037,4.0,960.0,0.0,42.0,6.0,66.0,9.446553019433331,18.75153795986788,34.57910407064747,9,1,0,31.95,1,26.31,43.56,35.13
2025-10-28 09:30:00,41.0,91.0,58.0,2.2195121951219514,5.0,1120.0,0.4,56.0,6.0,54.0,9.446553019433331,18.75153795986788,34.57910407064747,9,1,0,38.38,1,31.95,38.89,27.86
2025-10-28 09:45:00,25.0,43.0,36.0,1.72,2.0,320.0,0.0,58.0,6.0,48.0,9.446553019433331,18.75153795986788,34.57910407064747,9,1,0,42.2,1,38.38,21.11,28.97
2025-10-28 10:00:00,12.0,16.0,18.0,1.3333333333333333,0.0,0.0,0.0,50.0,4.0,40.0,0.0,13.477753907312644,31.19612089825798,10,1,0,21.63,0,42.2,26.31,56.34
2025-10-28 10:15:00,3.0,7.0,7.0,2.3333333333333335,6.0,1280.0,0.0,65.0,4.0,24.0,0.0,13.477753907312644,31.19612089825798,10,1,0,15.29,0,21.63,31.95,33.96
