id,airport_code,captured_at_local,taxis_in_holding,taxis_at_curb,active_lanes_json,lane_capacity_per_15m
5953,BKK,2025-10-31 18:00,164,43,"[61, 64, 66, 69, 71]",40
5954,BKK,2025-10-31 18:15,174,63,,28
5955,BKK,2025-10-31 18:30,170,45,"[62, 63, 64, 66]",36
5956,BKK,2025-10-31 18:45,198,51,"[65, 68, 69, 70]",32
5957,BKK,2025-10-31 19:00,152,36,"[62, 66, 67, 68]",32
5958,BKK,2025-10-31 19:15,210,64,"[60, 62, 66, 69]",32
5959,BKK,2025-10-31 19:30,152,42,"[60, 61, 65, 69]",36
5960,BKK,2025-10-31 19:45,164,51,"[61, 65, 70, 71]",24
5961,BKK,2025-10-31 20:00,179,53,"[61, 62, 69]",24
5962,BKK,2025-10-31 20:15,137,37,"[62, 69]",10
5963,BKK,2025-10-31 20:30,126,44,"[61, 65, 72]",15
5964,BKK,2025-10-31 20:45,130,49,"[60, 69, 71]",18
5965,BKK,2025-10-31 21:00,115,37,"[65, 66, 68]",12
5966,BKK,2025-10-31 21:15,169,18,"[60, 63, 72]",24
5967,BKK,2025-10-31 21:30,160,56,"[61, 62, 69, 70]",44
5968,BKK,2025-10-31 21:45,167,39,"[65, 66, 70, 72]",40
5969,BKK,2025-10-31 22:00,104,42,"[65, 69, 70, 71]",16
5970,BKK,2025-10-31 22:15,134,23,"[60, 61, 62, 70]",32
5971,BKK,2025-10-31 22:30,146,35,"[60, 65, 66, 70]",32
5972,BKK,2025-10-31 22:45,148,36,"[63, 67, 69, 70]",20
5973,BKK,2025-10-31 23:00,255,62,"[61, 62, 64, 66, 70, 71, 72]",70
5974,BKK,2025-10-31 23:15,262,63,"[60, 62, 63, 64, 69, 70]",42
5975,BKK,2025-10-31 23:30,244,58,"[60, 62, 64, 68, 69, 70, 71]",49
5976,BKK,2025-10-31 23:45,241,74,"[63, 65, 66, 67, 68, 71]",42
5977,BKK,2025-11-01 00:00,157,50,"[60, 61, 66, 68, 70]",25
5978,BKK,2025-11-01 00:15,142,46,"[60, 63, 64, 68, 70]",20
5979,BKK,2025-11-01 00:30,147,33,"[60, 61, 65, 68, 71]",30
5980,BKK,2025-11-01 00:45,157,54,"[61, 66, 68, 71, 72]",25
5981,BKK,2025-11-01 01:00,191,41,"[60, 64, 67, 70, 71]",25
5982,BKK,2025-11-01 01:15,148,47,"[60, 62, 65, 68, 70]",35
5983,BKK,2025-11-01 01:30,143,32,"[61, 63, 67, 69, 71]",20
5984,BKK,2025-11-01 01:45,158,47,"[61, 64, 67, 70, 71]",20
5985,BKK,2025-11-01 02:00,82,24,"[64, 67, 71]",12
5986,BKK,2025-11-01 02:15,107,25,"[62, 65, 69]",15
5987,BKK,2025-11-01 02:30,97,25,"[64, 68, 72]",15
5988,BKK,2025-11-01 02:45,101,32,"[65, 67, 69]",21
5989,BKK,2025-11-01 03:00,80,26,"[62, 65]",10
5990,BKK,2025-11-01 03:15,116,33,"[60, 61]",8
5991,BKK,2025-11-01 03:30,103,21,"[68, 70]",10
5992,BKK,2025-11-01 03:45,89,33,"[64, 70]",8
5993,BKK,2025-11-01 04:00,127,32,,18
5994,BKK,2025-11-01 04:15,109,35,"[60, 62, 70]",18
5995,BKK,2025-11-01 04:30,114,25,"[60, 65, 66]",21
5996,BKK,2025-11-01 04:45,107,33,"[60, 63, 65]",12
5997,BKK,2025-11-01 05:00,149,50,"[60, 68, 69, 70, 71]",25
5998,BKK,2025-11-01 05:15,160,55,"[61, 62, 66, 70, 72]",45
5999,BKK,2025-11-01 05:30,141,60,"[63, 64, 67, 71, 72]",20
6000,BKK,2025-11-01 05:45,206,59,"[60, 63, 66, 67, 72]",20
6001,BKK,2025-11-01 06:00,199,59,"[63, 67, 69, 70, 72]",30
6002,BKK,2025-11-01 06:15,205,35,"[62, 65, 66, 67, 68]",25
6003,BKK,2025-11-01 06:30,188,59,"[61, 62, 65, 71, 72]",35
6004,BKK,2025-11-01 06:45,200,58,"[60, 63, 65, 68, 72]",35
6005,BKK,2025-11-01 07:00,254,58,"[61, 62, 63, 64, 65, 69, 70]",56
6006,BKK,2025-11-01 07:15,274,78,"[60, 61, 63, 64, 67, 68, 71, 72]",88
6007,BKK,2025-11-01 07:30,270,70,"[61, 63, 65, 66, 67, 68, 69, 72]",72
6008,BKK,2025-11-01 07:45,254,74,"[60, 62, 63, 64, 66, 70, 71, 72]",72
6009,BKK,2025-11-01 08:00,198,55,"[61, 63, 68, 69, 71]",55
6010,BKK,2025-11-01 08:15,174,45,"[60, 61, 63, 67, 68]",45
6011,BKK,2025-11-01 08:30,201,61,"[61, 63, 64, 67, 69]",45
6012,BKK,2025-11-01 08:45,262,69,"[61, 64, 67, 70, 71]",55
6013,BKK,2025-11-01 09:00,233,62,"[61, 65, 66, 67, 70]",35
6014,BKK,2025-11-01 09:15,264,46,"[60, 62, 64, 72]",36
6015,BKK,2025-11-01 09:30,203,49,"[60, 63, 67, 70]",40
6016,BKK,2025-11-01 09:45,198,57,"[63, 68, 69, 70, 71]",45
6017,BKK,2025-11-01 10:00,241,73,"[61, 65, 68, 69, 70, 72]",54
6018,BKK,2025-11-01 10:15,201,59,"[61, 64, 67, 70, 71]",55
6019,BKK,2025-11-01 10:30,164,57,"[62, 63, 66, 68, 69, 71]",48
6020,BKK,2025-11-01 10:45,131,50,"[63, 64, 66, 69, 71]",40
6021,BKK,2025-11-01 11:00,149,50,"[63, 66, 69, 70, 71]",25
6022,BKK,2025-11-01 11:15,174,40,"[61, 62, 67, 68, 71]",55
6023,BKK,2025-11-01 11:30,212,64,"[60, 61, 69, 70, 71]",30
6024,BKK,2025-11-01 11:45,207,37,"[61, 62, 65, 67, 68]",55
6025,BKK,2025-11-01 12:00,213,58,"[60, 65, 66, 69]",40
6026,BKK,2025-11-01 12:15,183,65,"[61, 63, 68, 72]",20
6027,BKK,2025-11-01 12:30,178,65,"[63, 65, 66, 69]",40
6028,BKK,2025-11-01 12:45,230,69,"[61, 65, 66, 71]",40
6029,BKK,2025-11-01 13:00,163,59,,36
6030,BKK,2025-11-01 13:15,131,36,"[67, 70, 71]",24
6031,BKK,2025-11-01 13:30,172,46,"[60, 63, 68]",15
6032,BKK,2025-11-01 13:45,162,41,"[63, 64, 71]",21
6033,BKK,2025-11-01 14:00,130,27,"[60, 61, 64]",15
6034,BKK,2025-11-01 14:15,115,41,"[62, 69, 70]",21
6035,BKK,2025-11-01 14:30,120,28,"[64, 66, 67]",18
6036,BKK,2025-11-01 14:45,142,31,"[62, 63, 72]",15
6037,BKK,2025-11-01 15:00,190,47,"[60, 61, 67, 68]",32
6038,BKK,2025-11-01 15:15,195,50,"[63, 66, 68, 71]",28
6039,BKK,2025-11-01 15:30,178,41,"[60, 61, 63, 66]",28
6040,BKK,2025-11-01 15:45,177,46,"[64, 65, 67, 68]",28
6041,BKK,2025-11-01 16:00,138,43,,27
6042,BKK,2025-11-01 16:15,152,44,"[63, 67, 70]",24
6043,BKK,2025-11-01 16:30,210,53,"[62, 66, 71]",18
6044,BKK,2025-11-01 16:45,157,38,"[62, 64, 68]",30
6045,BKK,2025-11-01 17:00,209,60,"[60, 62, 65, 68, 69, 70]",60
6046,BKK,2025-11-01 17:15,292,61,"[61, 62, 63, 66, 67, 70]",36
6047,BKK,2025-11-01 17:30,264,54,"[60, 62, 66, 67, 68, 69, 72]",63
6048,BKK,2025-11-01 17:45,246,80,"[60, 65, 66, 68, 69, 71]",60
6049,BKK,2025-11-01 18:00,247,76,"[61, 62, 67, 68, 70]",40
6050,BKK,2025-11-01 18:15,180,50,"[60, 63, 69, 70, 71]",50
6051,BKK,2025-11-01 18:30,173,52,"[60, 61, 62, 70, 72]",40
6052,BKK,2025-11-01 18:45,211,63,"[61, 63, 67, 71]",36
6053,BKK,2025-11-01 19:00,168,46,"[68, 69, 72]",18
6054,BKK,2025-11-01 19:15,195,46,"[62, 71, 72]",33
6055,BKK,2025-11-01 19:30,158,42,"[61, 64, 69]",33
6056,BKK,2025-11-01 19:45,143,49,"[62, 66, 72]",27
6057,BKK,2025-11-01 20:00,143,42,"[60, 63, 68]",15
6058,BKK,2025-11-01 20:15,146,14,"[61, 63, 65]",24
6059,BKK,2025-11-01 20:30,129,44,"[61, 63, 70]",30
6060,BKK,2025-11-01 20:45,151,44,"[61, 64, 65]",36
6061,BKK,2025-11-01 21:00,152,42,"[64, 70, 72]",18
6062,BKK,2025-11-01 21:15,127,32,"[60, 63, 64]",15
6063,BKK,2025-11-01 21:30,137,42,"[62, 67, 72]",21
6064,BKK,2025-11-01 21:45,176,41,"[60, 66, 67, 71]",40
6065,BKK,2025-11-01 22:00,145,27,"[62, 64, 68, 69]",32
6066,BKK,2025-11-01 22:15,125,45,"[66, 67, 68]",12
6067,BKK,2025-11-01 22:30,115,31,"[70, 71, 72]",18
6068,BKK,2025-11-01 22:45,133,48,"[61, 65, 68, 70]",24
6069,BKK,2025-11-01 23:00,276,77,"[60, 61, 64, 65, 67, 69, 71]",49
6070,BKK,2025-11-01 23:15,226,59,"[60, 61, 62, 63, 68, 69, 72]",70
6071,BKK,2025-11-01 23:30,280,64,"[60, 62, 64, 65, 66, 68, 72]",70
6072,BKK,2025-11-01 23:45,223,64,"[63, 64, 65, 66, 68, 69, 71]",70
6073,BKK,2025-11-02 00:00,139,45,"[61, 65, 68, 71, 72]",20
6074,BKK,2025-11-02 00:15,164,48,"[60, 64, 68, 69, 70]",30
6075,BKK,2025-11-02 00:30,153,46,"[62, 63, 67, 70, 71]",25
6076,BKK,2025-11-02 00:45,184,40,"[61, 62, 66, 68, 69]",30
6077,BKK,2025-11-02 01:00,167,56,"[61, 62, 63, 64, 69]",30
6078,BKK,2025-11-02 01:15,178,48,"[61, 64, 65, 68, 72]",25
6079,BKK,2025-11-02 01:30,163,43,"[62, 63, 67, 69, 71]",25
6080,BKK,2025-11-02 01:45,146,43,"[60, 64, 68, 69, 71]",35
6081,BKK,2025-11-02 02:00,120,21,"[61, 64, 67]",18
6082,BKK,2025-11-02 02:15,110,24,"[61, 66, 70]",12
6083,BKK,2025-11-02 02:30,97,25,"[63, 70, 71]",12
6084,BKK,2025-11-02 02:45,119,42,"[64, 71, 72]",21
6085,BKK,2025-11-02 03:00,85,18,"[68, 72]",8
6086,BKK,2025-11-02 03:15,89,23,"[64, 70]",14
6087,BKK,2025-11-02 03:30,85,19,,10
6088,BKK,2025-11-02 03:45,71,21,"[66, 67]",14
6089,BKK,2025-11-02 04:00,84,26,"[61, 63]",8
6090,BKK,2025-11-02 04:15,74,27,"[70, 72]",8
6091,BKK,2025-11-02 04:30,76,34,"[60, 62]",14
6092,BKK,2025-11-02 04:45,88,28,"[62, 69]",8
6093,BKK,2025-11-02 05:00,154,45,"[61, 62, 69, 70]",24
6094,BKK,2025-11-02 05:15,149,42,"[60, 61, 64, 68, 71]",35
6095,BKK,2025-11-02 05:30,143,48,"[61, 63, 64, 68]",28
6096,BKK,2025-11-02 05:45,176,54,"[63, 65, 66, 69, 71]",20
6097,BKK,2025-11-02 06:00,198,65,"[63, 64, 65, 66, 70]",35
6098,BKK,2025-11-02 06:15,227,61,"[60, 61, 63, 69, 70, 72]",66
6099,BKK,2025-11-02 06:30,201,51,"[63, 65, 67, 71, 72]",20
6100,BKK,2025-11-02 06:45,199,58,"[61, 62, 63, 64, 67, 68]",36
6101,BKK,2025-11-02 07:00,260,72,"[60, 61, 63, 64, 66, 67, 69, 71]",56
6102,BKK,2025-11-02 07:15,296,69,"[62, 64, 66, 68, 69, 70, 71, 72]",64
6103,BKK,2025-11-02 07:30,269,83,"[60, 62, 63, 64, 66, 67, 71, 72]",72
6104,BKK,2025-11-02 07:45,291,79,"[60, 62, 63, 65, 66, 67, 68, 70]",64
6105,BKK,2025-11-02 08:00,194,61,,32
6106,BKK,2025-11-02 08:15,190,50,"[60, 67, 69, 71]",36
6107,BKK,2025-11-02 08:30,228,45,"[65, 66, 67, 69, 72]",50
6108,BKK,2025-11-02 08:45,233,63,"[63, 65, 68, 70]",40
6109,BKK,2025-11-02 09:00,233,49,"[60, 61, 63, 69, 71]",40
6110,BKK,2025-11-02 09:15,190,64,"[61, 63, 66, 71, 72]",25
6111,BKK,2025-11-02 09:30,202,53,"[62, 66, 69, 70]",32
6112,BKK,2025-11-02 09:45,189,50,"[61, 64, 66, 70]",32
6113,BKK,2025-11-02 10:00,238,47,"[61, 65, 68, 70]",40
6114,BKK,2025-11-02 10:15,197,30,"[63, 65, 70]",24
6115,BKK,2025-11-02 10:30,204,50,"[60, 64, 65, 71]",40
6116,BKK,2025-11-02 10:45,204,54,"[66, 67, 69, 72]",36
6117,BKK,2025-11-02 11:00,233,72,,40
6118,BKK,2025-11-02 11:15,215,40,"[60, 65, 69, 72]",32
6119,BKK,2025-11-02 11:30,206,50,"[63, 68, 71, 72]",48
6120,BKK,2025-11-02 11:45,248,56,"[60, 62, 64, 70]",40
6121,BKK,2025-11-02 12:00,178,53,"[60, 64, 68]",33
6122,BKK,2025-11-02 12:15,116,49,"[63, 66, 68]",24
6123,BKK,2025-11-02 12:30,159,39,"[63, 65, 71]",27
6124,BKK,2025-11-02 12:45,207,46,"[63, 65, 72]",39
6125,BKK,2025-11-02 13:00,192,51,"[60, 61, 67, 71]",40
6126,BKK,2025-11-02 13:15,182,44,"[62, 65, 70, 72]",28
6127,BKK,2025-11-02 13:30,218,64,"[62, 64, 66, 69, 71]",40
6128,BKK,2025-11-02 13:45,210,59,"[62, 67, 69, 70]",44
6129,BKK,2025-11-02 14:00,126,36,,12
6130,BKK,2025-11-02 14:15,114,41,"[67, 68, 71]",15
6131,BKK,2025-11-02 14:30,133,36,"[66, 67, 72]",21
6132,BKK,2025-11-02 14:45,122,22,"[62, 70]",8
6133,BKK,2025-11-02 15:00,174,51,"[60, 65, 71, 72]",40
6134,BKK,2025-11-02 15:15,192,51,"[66, 68, 69, 72]",24
6135,BKK,2025-11-02 15:30,158,40,"[61, 65, 70, 72]",20
6136,BKK,2025-11-02 15:45,175,46,"[62, 63, 65, 69]",40
6137,BKK,2025-11-02 16:00,211,54,"[60, 61, 69, 71]",36
6138,BKK,2025-11-02 16:15,218,60,"[63, 66, 67, 70]",32
6139,BKK,2025-11-02 16:30,184,43,"[61, 64, 66, 67]",32
6140,BKK,2025-11-02 16:45,246,59,"[64, 65, 67, 68]",32
6141,BKK,2025-11-02 17:00,149,32,"[66, 67, 69]",24
6142,BKK,2025-11-02 17:15,112,51,"[60, 65, 66]",30
6143,BKK,2025-11-02 17:30,150,48,"[62, 67, 68]",21
6144,BKK,2025-11-02 17:45,194,48,"[61, 66, 69]",33
6145,BKK,2025-11-02 18:00,197,47,"[61, 62, 66, 67, 71]",40
6146,BKK,2025-11-02 18:15,179,55,"[62, 64, 65, 67, 70]",45
6147,BKK,2025-11-02 18:30,174,47,"[61, 64, 66, 71, 72]",55
6148,BKK,2025-11-02 18:45,172,55,"[61, 62, 66, 70, 71]",45
6149,BKK,2025-11-02 19:00,118,37,"[66, 68, 71]",21
6150,BKK,2025-11-02 19:15,162,31,"[65, 69, 71]",21
6151,BKK,2025-11-02 19:30,129,39,"[61, 64, 71, 72]",28
6152,BKK,2025-11-02 19:45,132,24,"[61, 64, 67, 71]",28
6153,BKK,2025-11-02 20:00,172,39,"[67, 68, 69]",18
6154,BKK,2025-11-02 20:15,183,45,"[63, 66, 70]",24
6155,BKK,2025-11-02 20:30,136,39,"[61, 66, 68]",27
6156,BKK,2025-11-02 20:45,128,40,"[64, 65, 68]",27
6157,BKK,2025-11-02 21:00,161,47,"[68, 69, 72]",30
6158,BKK,2025-11-02 21:15,177,34,"[67, 70, 72]",21
6159,BKK,2025-11-02 21:30,139,24,"[60, 61, 62]",21
6160,BKK,2025-11-02 21:45,156,21,"[61, 63, 70]",27
6161,BKK,2025-11-02 22:00,132,26,"[64, 67]",10
6162,BKK,2025-11-02 22:15,135,31,"[60, 68, 70]",21
6163,BKK,2025-11-02 22:30,163,37,"[62, 63]",8
6164,BKK,2025-11-02 22:45,143,16,"[68, 70, 71]",24
6165,BKK,2025-11-02 23:00,271,73,"[61, 64, 65, 68, 69, 70, 71, 72]",56
6166,BKK,2025-11-02 23:15,238,64,"[60, 62, 63, 64, 65, 66, 69]",49
6167,BKK,2025-11-02 23:30,270,59,"[60, 61, 63, 64, 66, 67, 69, 72]",72
6168,BKK,2025-11-02 23:45,339,72,"[60, 62, 63, 65, 66, 68, 69, 71]",48
6169,BKK,2025-11-03 00:00,125,31,"[60, 66, 68, 69, 72]",20
6170,BKK,2025-11-03 00:15,169,46,"[64, 66, 67, 69, 72]",25
6171,BKK,2025-11-03 00:30,157,35,"[60, 62, 66, 67, 68]",30
6172,BKK,2025-11-03 00:45,176,41,"[61, 65, 66, 69, 70]",20
6173,BKK,2025-11-03 01:00,144,41,"[60, 64, 67, 71]",24
6174,BKK,2025-11-03 01:15,148,46,"[60, 63, 70, 72]",20
6175,BKK,2025-11-03 01:30,119,36,"[65, 66, 69, 71]",16
6176,BKK,2025-11-03 01:45,144,38,"[61, 64, 68, 72]",16
6177,BKK,2025-11-03 02:00,95,31,"[62, 68, 70]",12
6178,BKK,2025-11-03 02:15,93,24,"[63, 68, 70]",12
6179,BKK,2025-11-03 02:30,87,20,"[68, 70, 72]",18
6180,BKK,2025-11-03 02:45,93,13,"[64, 67, 70]",21
6181,BKK,2025-11-03 03:00,87,26,"[60, 66]",8
6182,BKK,2025-11-03 03:15,78,23,"[61, 70]",8
6183,BKK,2025-11-03 03:30,105,25,"[60, 65]",10
6184,BKK,2025-11-03 03:45,101,24,"[61, 69]",12
6185,BKK,2025-11-03 04:00,87,24,"[71, 72]",8
6186,BKK,2025-11-03 04:15,75,27,"[66, 68]",12
6187,BKK,2025-11-03 04:30,83,23,"[64, 71]",12
6188,BKK,2025-11-03 04:45,136,18,"[63, 65]",8
6189,BKK,2025-11-03 05:00,180,40,"[63, 67, 69, 72]",16
6190,BKK,2025-11-03 05:15,186,48,"[61, 64, 66, 67, 71]",45
6191,BKK,2025-11-03 05:30,159,48,"[63, 68, 71, 72]",16
6192,BKK,2025-11-03 05:45,157,54,"[62, 63, 66, 71, 72]",30
6193,BKK,2025-11-03 06:00,216,59,"[60, 61, 62, 64, 65, 70]",36
6194,BKK,2025-11-03 06:15,258,50,"[61, 65, 66, 69, 70, 71]",24
6195,BKK,2025-11-03 06:30,217,68,"[61, 62, 63, 65, 70, 72]",54
6196,BKK,2025-11-03 06:45,214,58,"[60, 62, 63, 68, 69, 71]",48
6197,BKK,2025-11-03 07:00,303,56,"[61, 65, 66, 67, 68, 69, 71]",77
6198,BKK,2025-11-03 07:15,280,70,"[61, 64, 66, 67, 69, 70, 71]",56
6199,BKK,2025-11-03 07:30,288,76,"[60, 62, 64, 65, 66, 71, 72]",84
6200,BKK,2025-11-03 07:45,217,57,,30
6201,BKK,2025-11-03 08:00,185,75,"[62, 64, 71, 72]",48
6202,BKK,2025-11-03 08:15,194,35,"[60, 61, 64, 68, 69]",50
6203,BKK,2025-11-03 08:30,212,65,"[60, 61, 62, 67, 68]",25
6204,BKK,2025-11-03 08:45,246,46,"[60, 61, 68, 69, 71]",40
6205,BKK,2025-11-03 09:00,158,58,"[61, 65, 69, 70]",40
6206,BKK,2025-11-03 09:15,184,61,"[60, 61, 65, 66]",32
6207,BKK,2025-11-03 09:30,202,51,"[61, 62, 63, 65]",44
6208,BKK,2025-11-03 09:45,203,61,"[60, 61, 62, 72]",52
6209,BKK,2025-11-03 10:00,223,53,"[61, 64, 68, 69, 70, 71, 72]",42
6210,BKK,2025-11-03 10:15,218,68,"[63, 66, 68, 70, 71, 72]",48
6211,BKK,2025-11-03 10:30,224,59,"[60, 61, 64, 65, 67, 68, 70]",35
6212,BKK,2025-11-03 10:45,243,61,"[62, 63, 65, 67, 69, 72]",60
6213,BKK,2025-11-03 11:00,190,59,"[60, 64, 68, 72]",36
6214,BKK,2025-11-03 11:15,191,54,"[61, 64, 68, 72]",32
6215,BKK,2025-11-03 11:30,210,50,"[61, 67, 70, 71]",40
6216,BKK,2025-11-03 11:45,224,44,"[62, 66, 68, 70, 71]",55
6217,BKK,2025-11-03 12:00,195,61,"[60, 62, 63, 65]",36
6218,BKK,2025-11-03 12:15,189,60,"[63, 65, 70, 72]",16
6219,BKK,2025-11-03 12:30,210,39,"[60, 62, 66, 70]",32
6220,BKK,2025-11-03 12:45,146,48,"[67, 68, 69, 72]",36
6221,BKK,2025-11-03 13:00,193,42,"[64, 69, 70, 72]",36
6222,BKK,2025-11-03 13:15,205,63,"[63, 64, 66, 72]",40
6223,BKK,2025-11-03 13:30,135,40,"[64, 65, 68, 70]",36
6224,BKK,2025-11-03 13:45,183,31,,40
6225,BKK,2025-11-03 14:00,137,38,"[61, 68, 69]",18
6226,BKK,2025-11-03 14:15,115,32,"[61, 63, 70]",12
6227,BKK,2025-11-03 14:30,117,37,"[61, 68, 70]",21
6228,BKK,2025-11-03 14:45,127,40,"[63, 68, 69, 70]",20
6229,BKK,2025-11-03 15:00,159,58,"[62, 63, 65, 66]",28
6230,BKK,2025-11-03 15:15,203,49,"[60, 64, 67, 68, 71]",45
6231,BKK,2025-11-03 15:30,190,59,"[63, 64, 68, 69, 71]",35
6232,BKK,2025-11-03 15:45,138,46,"[60, 63, 65, 72]",32
6233,BKK,2025-11-03 16:00,289,58,"[63, 64, 66, 67, 69, 70]",48
6234,BKK,2025-11-03 16:15,265,62,"[61, 62, 65, 67, 68, 69, 70]",63
6235,BKK,2025-11-03 16:30,214,74,"[62, 67, 68, 70, 71, 72]",42
6236,BKK,2025-11-03 16:45,310,80,"[62, 64, 67, 69, 70, 71, 72]",56
6237,BKK,2025-11-03 17:00,202,42,"[63, 69, 71, 72]",40
6238,BKK,2025-11-03 17:15,153,52,"[62, 64, 66, 70]",36
6239,BKK,2025-11-03 17:30,204,39,"[61, 62, 67, 69]",28
6240,BKK,2025-11-03 17:45,214,53,"[62, 63, 68, 69]",44
6241,BKK,2025-11-03 18:00,194,67,,32
6242,BKK,2025-11-03 18:15,207,41,"[60, 61, 66, 69]",32
6243,BKK,2025-11-03 18:30,143,52,"[61, 65, 70, 71]",24
6244,BKK,2025-11-03 18:45,199,38,"[60, 66, 68, 70]",20
6245,BKK,2025-11-03 19:00,192,38,"[60, 64, 65, 68, 69]",40
6246,BKK,2025-11-03 19:15,151,60,"[64, 67, 68, 71, 72]",40
6247,BKK,2025-11-03 19:30,188,57,"[61, 63, 64, 66, 70]",35
6248,BKK,2025-11-03 19:45,179,46,"[61, 62, 63, 69, 72]",30
6249,BKK,2025-11-03 20:00,140,51,"[60, 69, 71]",21
6250,BKK,2025-11-03 20:15,113,57,,27
6251,BKK,2025-11-03 20:30,166,56,"[65, 68, 70]",15
6252,BKK,2025-11-03 20:45,114,23,"[62, 64, 65]",24
6253,BKK,2025-11-03 21:00,122,37,"[63, 66, 71]",27
6254,BKK,2025-11-03 21:15,157,37,"[62, 70, 71]",21
6255,BKK,2025-11-03 21:30,118,30,"[63, 68, 70]",21
6256,BKK,2025-11-03 21:45,165,34,"[60, 61, 65, 72]",32
6257,BKK,2025-11-03 22:00,130,52,"[62, 67, 68, 71]",28
6258,BKK,2025-11-03 22:15,155,48,"[68, 69, 72]",15
6259,BKK,2025-11-03 22:30,122,34,"[61, 67, 69]",18
6260,BKK,2025-11-03 22:45,163,54,"[60, 63, 64, 71]",24
6261,BKK,2025-11-03 23:00,217,67,"[60, 62, 64, 70, 71, 72]",48
6262,BKK,2025-11-03 23:15,237,68,"[60, 61, 63, 66, 68, 69, 72]",63
6263,BKK,2025-11-03 23:30,248,71,"[63, 64, 66, 67, 68, 70, 71]",56
6264,BKK,2025-11-03 23:45,246,55,"[60, 61, 64, 65, 66, 68, 70]",56
6265,BKK,2025-11-04 00:00,152,48,"[60, 61, 62, 64, 67]",20
6266,BKK,2025-11-04 00:15,166,50,"[60, 62, 63, 64, 65]",30
6267,BKK,2025-11-04 00:30,164,53,"[61, 62, 65, 67, 70]",25
6268,BKK,2025-11-04 00:45,168,43,"[66, 68, 69, 70, 72]",35
6269,BKK,2025-11-04 01:00,164,38,,16
6270,BKK,2025-11-04 01:15,113,35,"[61, 64, 68, 72]",16
6271,BKK,2025-11-04 01:30,154,30,"[60, 63, 64, 66]",32
6272,BKK,2025-11-04 01:45,130,44,"[63, 64, 65, 66]",16
6273,BKK,2025-11-04 02:00,93,27,"[60, 61, 62]",12
6274,BKK,2025-11-04 02:15,70,23,"[60, 63, 69]",12
6275,BKK,2025-11-04 02:30,97,21,"[62, 64, 69]",12
6276,BKK,2025-11-04 02:45,103,29,"[61, 64, 72]",12
6277,BKK,2025-11-04 03:00,81,18,"[62, 71]",8
6278,BKK,2025-11-04 03:15,89,23,"[63, 65]",8
6279,BKK,2025-11-04 03:30,73,22,"[64, 70]",8
6280,BKK,2025-11-04 03:45,95,31,"[62, 67]",10
6281,BKK,2025-11-04 04:00,91,22,"[66, 72]",16
6282,BKK,2025-11-04 04:15,82,23,"[60, 70]",8
6283,BKK,2025-11-04 04:30,78,28,"[61, 66]",8
6284,BKK,2025-11-04 04:45,115,22,"[60, 71]",16
6285,BKK,2025-11-04 05:00,189,39,"[62, 63, 65, 69, 71]",20
6286,BKK,2025-11-04 05:15,194,46,"[60, 62, 63, 64, 68]",25
6287,BKK,2025-11-04 05:30,186,39,"[61, 62, 63, 64, 71]",20
6288,BKK,2025-11-04 05:45,193,55,"[63, 66, 68, 70, 71]",40
6289,BKK,2025-11-04 06:00,236,68,"[60, 62, 64, 65, 67, 70]",42
6290,BKK,2025-11-04 06:15,182,59,"[62, 63, 64, 65, 70, 71]",42
6291,BKK,2025-11-04 06:30,187,49,"[60, 61, 66, 67, 68]",20
6292,BKK,2025-11-04 06:45,217,58,"[60, 62, 65, 69, 72]",20
6293,BKK,2025-11-04 07:00,280,52,"[60, 61, 64, 67, 68, 69, 71, 72]",64
6294,BKK,2025-11-04 07:15,270,73,"[63, 64, 65, 66, 67, 69, 70, 72]",64
6295,BKK,2025-11-04 07:30,255,67,"[60, 61, 64, 66, 67, 68, 70]",35
6296,BKK,2025-11-04 07:45,262,63,"[60, 61, 63, 64, 67, 68, 71, 72]",56
6297,BKK,2025-11-04 08:00,252,46,"[60, 62, 63, 65, 67, 69]",54
6298,BKK,2025-11-04 08:15,242,49,"[60, 63, 69, 70, 72]",50
6299,BKK,2025-11-04 08:30,230,51,,30
6300,BKK,2025-11-04 08:45,185,47,"[61, 62, 66, 67, 72]",30
6301,BKK,2025-11-04 09:00,159,50,"[60, 68, 69, 71]",44
6302,BKK,2025-11-04 09:15,167,27,"[60, 62, 65, 71]",48
6303,BKK,2025-11-04 09:30,141,33,"[62, 67, 68, 70]",40
6304,BKK,2025-11-04 09:45,150,36,"[62, 64, 65, 69]",36
6305,BKK,2025-11-04 10:00,167,65,"[60, 66, 67, 71]",36
6306,BKK,2025-11-04 10:15,193,49,,44
6307,BKK,2025-11-04 10:30,204,47,"[61, 69, 70, 71]",44
6308,BKK,2025-11-04 10:45,196,54,"[61, 64, 70, 71]",36
6309,BKK,2025-11-04 11:00,179,28,"[64, 65, 67, 68]",40
6310,BKK,2025-11-04 11:15,196,56,"[62, 65, 66, 67]",32
6311,BKK,2025-11-04 11:30,187,44,"[60, 63, 71, 72]",20
6312,BKK,2025-11-04 11:45,196,48,"[60, 61, 69, 71]",36
6313,BKK,2025-11-04 12:00,249,49,"[62, 63, 64, 67, 68]",45
6314,BKK,2025-11-04 12:15,166,54,"[64, 66, 68, 69, 71]",45
6315,BKK,2025-11-04 12:30,228,68,"[61, 62, 63, 66, 68, 70]",36
6316,BKK,2025-11-04 12:45,178,56,"[60, 61, 63, 65, 66, 69]",42
